year,customer_id,phone_no,gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days_inactive,customer_support_calls,churn
2020,528940,401-1454,1,73,133,0,0,243.15,12.2,27.56,78,5,4.0,1,0.0
2020,529637,405-4420,1,52,80,1,1,238.95,11.9,27.08,82,5,4.0,1,0.0
2020,530490,343-7242,0,34,59,0,1,199.65,6.8,22.63,103,3,2.0,1,0.0
2020,530490,392-8905,1,36,172,0,0,323.55,7.1,36.67,83,1,2.0,3,0.0
2020,530697,402-7626,1,28,73,0,0,321.3,5.9,36.41,112,8,2.0,0,0.0
2020,530848,386-9177,1,32,232,0,0,248.4,11.8,28.15,77,3,4.0,1,0.0
2020,531048,390-8876,1,18,120,0,0,225.9,6.4,25.6,123,2,2.0,1,0.0
2020,531737,328-2110,1,38,137,0,0,216.0,12.3,24.48,93,2,4.0,0,0.0
2020,532020,382-7993,0,45,122,0,1,406.2,11.8,46.04,104,8,4.0,4,0.0
2020,532687,382-6827,0,32,70,0,0,313.05,8.0,35.48,122,3,3.0,2,0.0
2020,532737,403-6419,0,39,126,0,1,279.3,9.6,31.65,139,3,3.0,2,0.0
2020,533568,359-5890,1,36,128,0,0,187.8,18.9,21.28,111,2,6.0,0,0.0
2020,533725,377-2235,1,74,104,0,0,274.35,5.5,31.09,104,4,2.0,2,0.0
2020,534693,394-3791,1,31,148,0,0,129.45,11.3,14.67,91,4,4.0,1,0.0
2020,534803,343-3227,0,38,142,0,1,359.7,9.5,40.77,106,4,3.0,0,0.0
2020,536449,343-4772,1,71,155,0,0,272.1,11.3,30.84,122,3,4.0,3,0.0
2020,536548,393-3300,1,51,26,0,0,351.75,3.5,39.87,94,6,1.0,3,0.0
2020,536620,350-1532,0,48,77,0,0,254.1,2.0,28.8,89,7,1.0,1,0.0
2020,537313,351-5576,1,23,63,0,0,213.75,7.5,24.23,120,2,3.0,2,0.0
2020,537377,398-3834,1,67,68,0,0,243.15,11.0,27.56,87,9,3.0,5,1.0
2020,538317,348-7437,0,36,97,0,0,227.4,14.7,25.77,112,4,4.0,1,0.0
2020,538442,338-6962,1,30,112,0,0,167.85,14.1,19.02,79,3,4.0,5,1.0
2020,538753,408-4530,0,42,63,0,1,46.35,8.6,5.25,101,7,3.0,1,0.0
2020,539277,395-6030,0,38,83,0,0,268.2,8.6,30.4,65,4,3.0,3,0.0
2020,539434,421-1469,0,38,148,0,1,140.4,17.5,15.91,84,5,5.0,1,0.0
2020,540038,333-1967,1,41,70,0,0,255.3,15.0,28.93,76,2,5.0,1,0.0
2020,540155,411-5740,0,41,107,0,1,240.45,5.6,27.25,109,1,2.0,1,0.0
2020,540723,390-2390,0,31,117,1,0,250.65,14.1,28.41,132,7,4.0,2,1.0
2020,540959,403-9417,0,45,16,0,0,314.25,8.8,35.62,102,4,3.0,1,0.0
2020,541005,394-5537,1,39,112,0,1,332.4,11.3,37.67,108,3,4.0,1,0.0
2020,541516,341-9443,0,48,87,0,1,395.7,8.5,44.85,109,3,3.0,3,0.0
2020,541726,406-6708,0,32,67,0,0,251.7,8.4,28.53,71,12,3.0,1,0.0
2020,541880,422-6685,0,31,81,0,0,275.4,12.2,31.21,99,6,4.0,3,0.0
2020,542387,387-9137,1,42,133,0,0,415.95,12.8,47.14,103,4,4.0,2,1.0
2020,543078,334-8817,0,27,90,0,0,290.55,12.7,32.93,60,3,4.0,1,0.0
2020,543796,383-5976,0,34,21,0,1,203.85,9.5,23.1,89,7,3.0,6,0.0
2020,544462,385-8240,1,26,107,0,1,90.0,11.1,10.2,106,3,3.0,0,0.0
2020,545544,343-7019,0,40,78,1,0,355.2,9.5,40.26,77,2,3.0,1,1.0
2020,545676,343-5347,1,41,172,0,0,258.75,5.9,29.33,113,6,2.0,0,0.0
2020,547189,409-9885,0,37,9,0,1,321.15,10.1,36.4,117,3,3.0,1,0.0
2020,547427,369-4384,0,37,83,0,0,332.1,9.8,37.64,100,5,3.0,3,0.0
2020,548457,330-5168,0,27,63,0,1,322.35,8.2,36.53,139,5,3.0,0,0.0
2020,549578,379-8248,0,40,125,0,0,210.15,8.0,23.82,77,2,3.0,1,0.0
2020,550402,411-4232,1,38,85,0,0,191.85,12.5,21.74,76,5,4.0,0,0.0
2020,550463,378-9029,0,70,125,0,0,197.7,7.7,22.41,119,6,3.0,2,0.0
2020,550610,421-2723,0,33,68,0,1,123.75,4.8,14.03,114,4,2.0,3,0.0
2020,551030,408-6266,1,43,116,0,0,296.85,12.0,33.64,145,6,4.0,1,0.0
2020,551916,355-9541,1,65,73,0,0,382.2,15.0,43.32,102,7,5.0,2,0.0
2020,551971,341-8412,1,35,160,0,1,246.9,15.2,27.98,131,4,5.0,1,0.0
2020,552167,366-2273,0,33,85,0,0,355.35,11.4,40.27,78,7,4.0,2,1.0
2020,552420,378-4013,0,28,135,1,1,191.55,5.8,21.71,84,4,2.0,2,0.0
2020,553186,413-5190,0,38,93,0,1,201.3,11.8,22.81,90,2,4.0,4,1.0
2020,553628,380-5286,0,35,112,0,0,392.1,11.6,44.44,90,2,4.0,1,0.0
2020,553858,384-7873,1,29,91,0,1,254.7,10.9,28.87,92,4,3.0,1,0.0
2020,554535,333-9266,1,35,128,0,0,222.75,6.8,25.25,114,2,2.0,1,0.0
2020,554540,344-3466,0,30,126,0,1,230.1,12.8,26.08,97,4,4.0,4,1.0
2020,555677,327-3587,1,42,103,0,1,130.8,10.9,14.82,80,5,3.0,6,1.0
2020,556880,369-7049,1,36,123,0,0,310.35,8.3,35.17,60,2,3.0,3,0.0
2020,557206,411-8043,0,29,30,0,0,243.45,9.1,27.59,89,4,3.0,2,0.0
2020,557327,332-5596,1,32,121,0,0,154.95,10.7,17.56,113,3,3.0,0,0.0
2020,557780,416-5623,0,37,124,0,0,267.6,12.0,30.33,91,2,4.0,0,0.0
2020,557951,364-3567,0,31,32,0,0,247.2,14.8,28.02,108,2,4.0,2,0.0
2020,558619,404-7518,0,31,67,0,0,323.25,8.6,36.64,106,6,3.0,1,0.0
2020,558883,403-8916,0,37,68,0,0,320.85,8.4,36.36,97,3,3.0,1,1.0
2020,558989,363-1069,0,30,36,1,1,295.2,20.0,33.46,126,6,6.0,0,1.0
2020,559209,350-8680,1,35,128,0,1,256.8,14.0,29.1,93,6,4.0,1,0.0
2020,561126,414-9054,0,46,68,0,0,239.25,11.4,27.12,76,3,4.0,1,0.0
2020,561997,343-1323,1,43,11,0,1,285.9,6.0,32.4,80,3,2.0,3,0.0
2020,562776,360-1596,0,42,12,0,0,374.4,11.8,42.43,90,3,4.0,1,1.0
2020,562929,385-7861,1,33,81,1,0,341.1,11.9,38.66,113,3,4.0,0,0.0
2020,563007,393-6840,1,45,81,1,0,224.1,17.9,25.4,97,3,5.0,3,1.0
2020,563365,410-4739,1,35,52,0,0,323.85,5.2,36.7,130,2,2.0,1,0.0
2020,563535,400-7809,1,35,70,0,0,194.85,14.3,22.08,93,3,4.0,1,0.0
2020,563584,420-5179,1,38,88,0,0,288.0,7.5,32.64,125,5,3.0,1,0.0
2020,564493,356-3646,0,28,115,0,0,276.15,7.5,31.3,106,6,3.0,2,0.0
2020,564684,371-8598,1,29,134,0,0,312.45,12.6,35.41,86,3,4.0,1,0.0
2020,565012,371-2500,0,52,225,0,0,248.1,8.7,28.12,93,3,3.0,0,1.0
2020,565226,397-9333,0,47,136,1,0,298.8,11.8,33.86,105,7,4.0,1,0.0
2020,565606,366-9781,0,27,76,0,1,240.15,9.5,27.22,102,4,3.0,3,0.0
2020,566346,379-8681,1,28,126,0,0,481.95,8.0,54.62,106,4,3.0,1,1.0
2020,566841,416-9615,1,45,144,0,0,209.4,15.0,23.73,75,4,5.0,2,0.0
2020,566948,408-4142,1,45,106,0,0,320.85,12.2,36.36,124,5,4.0,3,0.0
2020,567205,389-4083,1,41,74,0,0,346.35,9.7,39.25,101,2,3.0,3,0.0
2020,567486,387-6440,0,39,143,0,0,258.45,13.0,29.29,119,4,4.0,2,0.0
2020,567850,332-1060,0,40,41,0,0,215.4,8.6,24.41,110,3,3.0,1,0.0
2020,568065,410-5192,0,29,30,0,0,206.4,5.8,23.39,126,10,2.0,3,0.0
2020,568068,360-8919,0,39,224,0,0,167.1,5.5,18.94,106,6,2.0,3,0.0
2020,568662,367-6005,1,33,90,0,0,153.0,11.4,17.34,105,3,4.0,2,0.0
2020,568684,331-9149,0,49,139,0,0,294.0,9.8,33.32,92,1,3.0,3,0.0
2020,568793,331-3698,0,25,174,0,0,186.45,15.5,21.13,115,5,5.0,3,0.0
2020,568912,400-3197,1,26,16,0,0,262.05,10.5,29.7,80,8,3.0,5,0.0
2020,571702,332-5949,0,39,46,0,0,386.1,13.4,43.76,107,5,4.0,2,1.0
2020,571817,394-3048,1,53,126,1,1,193.95,9.6,21.98,102,7,3.0,1,0.0
2020,571867,361-9845,1,31,92,0,1,364.65,12.1,41.33,104,2,4.0,2,0.0
2020,571980,374-1684,1,39,22,0,1,298.65,4.2,33.85,91,1,2.0,1,0.0
2020,573754,380-7742,1,38,105,1,1,331.05,13.2,37.52,100,6,4.0,1,1.0
2020,574614,379-5592,1,40,91,0,0,304.65,12.0,34.53,129,3,4.0,3,0.0
2020,574641,420-3192,0,36,119,0,0,207.45,13.5,23.51,98,6,4.0,3,0.0
2020,574953,393-2524,1,42,135,0,0,359.85,5.9,40.78,118,3,2.0,2,0.0
2020,576100,376-9249,0,37,98,0,1,417.45,9.7,47.31,42,5,3.0,0,0.0
2020,576512,402-1725,0,31,63,0,0,230.25,6.5,26.1,85,5,2.0,2,0.0
2020,576586,420-5645,1,36,60,0,0,330.9,6.8,37.5,129,3,2.0,1,0.0
2020,576631,386-3717,1,35,131,0,0,164.25,6.6,18.62,108,7,2.0,1,0.0
2020,576634,345-5338,0,35,119,0,0,265.2,7.5,30.06,77,15,3.0,1,0.0
2020,576764,400-9770,1,44,82,0,0,215.85,11.1,24.46,94,2,3.0,1,0.0
2020,578329,329-2789,1,38,86,0,0,339.45,13.0,38.47,92,3,4.0,4,0.0
2020,578400,402-1942,1,45,64,1,0,354.3,13.2,40.15,97,2,4.0,2,1.0
2020,578473,338-7232,0,43,160,0,0,124.05,10.9,14.06,54,9,3.0,0,0.0
2020,579504,418-6455,1,38,69,1,0,419.7,8.4,47.57,118,10,3.0,2,1.0
2020,579685,352-1127,0,62,108,0,1,247.65,10.9,28.07,114,4,3.0,1,0.0
2020,580165,353-8849,0,27,105,0,0,309.3,9.0,35.05,91,3,3.0,1,0.0
2020,580232,393-4843,1,37,67,0,1,194.4,14.5,22.03,93,5,4.0,1,0.0
2020,580663,374-7787,1,30,95,1,0,248.25,11.5,28.14,89,2,4.0,1,1.0
2020,582042,362-7318,1,22,71,0,0,296.85,6.7,33.64,56,5,2.0,3,0.0
2020,582097,400-2203,1,36,147,0,0,314.1,11.3,35.6,123,3,4.0,2,0.0
2020,582178,398-2628,1,40,45,0,1,203.7,7.9,23.09,92,6,3.0,2,0.0
2020,582734,336-5900,0,38,66,0,0,307.65,9.2,34.87,95,6,3.0,2,0.0
2020,582919,418-6737,1,36,88,0,0,397.2,14.8,45.02,115,2,4.0,1,1.0
2020,584007,385-8406,1,53,45,0,0,311.4,12.4,35.29,125,13,4.0,1,0.0
2020,584096,335-4858,1,52,162,0,0,106.05,9.1,12.02,82,3,3.0,4,1.0
2020,584164,389-8606,1,36,99,0,1,301.05,9.1,34.12,102,5,3.0,1,0.0
2020,584361,401-3156,1,38,35,0,0,158.4,8.7,17.95,77,3,3.0,0,0.0
2020,584691,329-6191,0,26,41,0,1,359.7,7.3,40.77,100,1,2.0,2,0.0
2020,585240,338-7120,1,51,13,0,1,473.4,12.1,53.65,123,3,4.0,3,0.0
2020,585429,337-9345,0,47,93,0,0,268.95,11.5,30.48,131,6,4.0,3,0.0
2020,585470,355-8887,1,33,46,0,0,321.15,8.2,36.4,113,3,3.0,2,0.0
2020,585569,337-4101,1,22,105,0,1,152.85,12.9,17.32,77,2,4.0,0,0.0
2020,585620,341-9907,0,34,48,0,0,297.3,5.1,33.69,73,5,2.0,1,0.0
2020,585700,387-6103,1,42,90,0,0,268.65,10.6,30.45,91,7,3.0,3,0.0
2020,585853,416-9522,0,36,92,1,1,421.65,7.5,47.79,76,3,3.0,0,0.0
2020,586302,394-8504,1,38,75,0,1,177.75,13.4,20.15,99,3,4.0,2,0.0
2020,587464,394-6668,0,41,85,0,1,424.8,6.3,48.14,80,1,2.0,5,0.0
2020,588138,350-9228,0,35,143,0,0,313.65,14.0,35.55,90,6,4.0,0,0.0
2020,588158,389-9783,1,40,157,0,0,331.05,11.5,37.52,113,7,4.0,4,0.0
2020,588340,363-6695,1,48,127,0,0,359.7,11.3,40.77,110,5,4.0,1,0.0
2020,588749,340-3500,1,41,149,0,0,326.55,9.6,37.01,99,3,3.0,3,0.0
2020,589293,337-8078,0,25,117,0,0,272.25,14.7,30.86,82,9,4.0,2,0.0
2020,589972,386-4170,1,30,92,1,0,93.9,10.4,10.64,80,2,3.0,1,1.0
2020,589990,406-7261,0,46,99,0,0,218.4,10.9,24.75,83,5,3.0,1,0.0
2020,590415,413-7743,0,35,67,1,1,271.65,16.9,30.79,106,4,5.0,0,1.0
2020,590942,358-3604,0,28,146,0,0,254.25,9.0,28.82,115,7,3.0,2,0.0
2020,590962,390-7863,1,32,111,0,0,264.6,11.2,29.99,138,2,4.0,0,0.0
2020,592128,347-4112,0,35,163,0,0,286.95,12.8,32.52,121,4,4.0,1,0.0
2020,592396,340-3075,1,31,48,0,1,258.0,8.0,29.24,96,5,3.0,1,0.0
2020,592710,390-5686,1,36,69,0,0,342.3,10.7,38.79,60,5,3.0,3,0.0
2020,593638,376-4271,0,37,52,0,1,195.15,13.5,22.12,87,5,4.0,2,0.0
2020,594382,373-8908,0,35,97,0,0,414.15,8.9,46.94,73,4,3.0,0,1.0
2020,594571,401-8735,1,46,135,0,1,302.1,12.9,34.24,131,4,4.0,2,1.0
2020,594919,353-2630,1,43,20,0,0,285.0,6.3,32.3,102,6,2.0,0,0.0
2020,595012,416-8697,0,27,44,0,0,360.45,10.6,40.85,106,2,3.0,1,0.0
2020,595702,407-2248,1,30,136,0,1,214.65,11.4,24.33,120,5,4.0,2,0.0
2020,596087,333-9511,0,38,141,0,1,278.1,8.0,31.52,107,3,3.0,4,0.0
2020,596501,409-3786,1,30,120,0,0,247.5,8.3,28.05,86,8,3.0,1,0.0
2020,597043,389-3206,1,38,51,0,0,274.65,7.0,31.13,121,3,2.0,1,0.0
2020,597099,369-3214,1,34,132,0,0,125.1,7.6,14.18,114,5,3.0,1,0.0
2020,597500,395-6002,0,27,50,0,0,283.35,11.6,32.11,124,8,4.0,3,0.0
2020,597936,407-7035,1,28,63,0,0,88.35,9.4,10.01,88,3,3.0,1,0.0
2020,597966,366-6751,0,66,212,0,0,189.0,7.6,21.42,102,3,3.0,1,0.0
2020,598096,350-7344,1,32,92,0,1,201.0,9.7,22.78,118,4,3.0,0,0.0
2020,598619,394-9934,0,38,73,0,0,273.45,18.0,30.99,113,5,5.0,1,0.0
2020,599434,376-7207,0,27,71,0,1,274.8,11.9,31.14,109,6,4.0,1,0.0
2020,599561,403-7775,1,30,114,0,1,187.8,12.9,21.28,89,3,4.0,1,0.0
2020,599684,378-6772,1,38,98,1,0,18.75,7.7,2.13,88,9,3.0,1,0.0
2020,599814,385-3111,0,22,86,0,0,125.25,12.6,14.2,75,3,4.0,0,0.0
2020,599834,379-2991,1,27,40,0,0,173.55,9.3,19.67,91,6,3.0,1,0.0
2020,600267,376-7145,0,29,78,0,0,313.35,12.8,35.51,120,7,4.0,0,0.0
2020,600625,399-6233,0,46,108,0,0,168.0,4.1,19.04,93,4,2.0,4,1.0
2020,601179,362-5111,1,56,159,0,0,283.65,10.4,32.15,106,5,3.0,1,1.0
2020,601196,383-8695,0,42,101,0,1,300.15,15.5,34.02,90,4,5.0,0,0.0
2020,601368,353-3351,1,62,54,0,0,315.75,8.5,35.79,53,5,3.0,1,0.0
2020,601943,394-9121,1,42,153,0,0,293.1,11.6,33.22,97,6,4.0,1,0.0
2020,602075,346-6352,1,26,121,0,1,290.7,5.9,32.95,95,4,2.0,0,0.0
2020,602089,381-9196,0,49,103,0,1,181.5,7.7,20.57,76,4,3.0,2,0.0
2020,602447,415-2641,1,34,72,0,0,311.7,13.1,35.33,124,4,4.0,0,0.0
2020,602977,386-3596,0,43,97,0,0,254.55,12.8,28.85,83,6,4.0,3,0.0
2020,603529,373-2339,0,39,105,0,0,154.2,13.2,17.48,113,5,4.0,2,0.0
2020,603780,395-7923,1,40,197,1,0,190.95,13.7,21.64,95,5,4.0,5,1.0
2020,604499,361-9621,1,54,169,0,0,151.2,9.5,17.14,95,2,3.0,0,0.0
2020,605195,360-7076,1,42,68,0,1,264.0,14.7,29.92,71,7,4.0,1,0.0
2020,605547,328-2236,1,47,97,0,0,169.05,6.5,19.16,76,5,2.0,1,0.0
2020,605674,370-3359,1,36,75,0,0,339.15,10.3,38.44,98,5,3.0,1,0.0
2020,605685,336-5702,0,38,112,0,0,255.6,11.6,28.97,100,4,4.0,1,0.0
2020,606034,328-9006,1,32,78,0,0,208.8,11.8,23.66,125,3,4.0,3,0.0
2020,606532,363-3911,0,39,76,0,0,306.3,10.5,34.71,105,2,3.0,0,0.0
2020,606541,328-8147,1,51,120,0,1,230.25,10.2,26.1,94,7,3.0,5,0.0
2020,606796,402-7746,0,45,165,0,0,231.3,10.9,26.21,99,4,3.0,6,0.0
2020,607754,355-3814,1,37,124,0,0,277.2,10.5,31.42,95,6,3.0,1,0.0
2020,609402,418-4365,1,41,107,0,0,200.7,8.9,22.75,115,4,3.0,0,0.0
2020,609414,417-4309,0,22,126,0,0,343.05,11.8,38.88,100,4,4.0,1,0.0
2020,610420,329-6562,1,45,138,0,0,255.75,11.2,28.99,111,7,4.0,2,0.0
2020,611206,412-3527,0,42,116,0,0,206.1,12.4,23.36,64,2,4.0,3,0.0
2020,611456,359-8466,0,35,100,0,1,88.2,7.1,10.0,118,3,2.0,0,0.0
2020,611495,339-7139,0,33,84,0,0,207.9,7.8,23.56,137,4,3.0,0,0.0
2020,612327,417-3676,1,31,155,0,0,393.6,8.3,44.61,85,6,3.0,2,0.0
2020,613431,392-2708,1,43,121,0,0,311.85,7.7,35.34,114,2,3.0,2,0.0
2020,614347,406-8599,0,37,123,0,0,316.5,9.8,35.87,104,7,3.0,3,0.0
2020,614554,333-8954,1,32,129,0,1,307.5,11.7,34.85,81,8,4.0,1,0.0
2020,615566,369-5222,0,53,129,0,0,209.25,13.1,23.72,97,8,4.0,0,0.0
2020,616596,396-2719,0,41,158,0,0,334.2,6.9,37.88,106,2,2.0,2,0.0
2020,616918,367-1424,0,26,75,0,1,196.35,12.4,22.25,68,4,4.0,1,0.0
2020,617765,334-5029,1,29,115,0,0,429.6,6.9,48.69,141,6,2.0,1,1.0
2020,618214,332-5084,1,38,111,0,0,265.35,10.5,30.07,84,2,3.0,4,1.0
2020,618538,343-9645,0,20,61,0,0,296.55,7.0,33.61,93,3,2.0,2,0.0
2020,618687,337-7163,1,44,42,0,0,294.75,4.0,33.41,105,7,2.0,0,0.0
2020,618736,348-6853,1,38,54,0,0,429.9,11.5,48.72,107,5,4.0,1,1.0
2020,618935,330-2881,1,52,96,0,1,391.95,11.3,44.42,97,2,4.0,1,0.0
2020,620209,338-9472,0,35,126,0,0,317.4,7.8,35.97,60,1,3.0,1,0.0
2020,620451,405-7467,1,37,112,0,0,252.9,9.8,28.66,110,5,3.0,1,0.0
2020,620644,351-6585,1,48,87,0,0,355.8,11.0,40.32,81,3,3.0,1,0.0
2020,620892,349-6464,1,25,125,0,0,205.65,8.6,23.31,114,4,3.0,1,0.0
2020,620921,413-1269,0,38,59,0,0,232.8,8.7,26.38,80,4,3.0,1,0.0
2020,621278,332-6181,0,36,129,0,0,501.45,10.4,56.83,83,6,3.0,0,1.0
2020,621337,369-5526,0,39,121,0,0,286.05,9.8,32.42,103,4,3.0,3,0.0
2020,621668,396-4311,0,40,32,0,0,236.85,12.8,26.84,102,3,4.0,1,0.0
2020,623006,393-3535,0,36,116,0,0,251.7,7.3,28.53,128,4,2.0,2,0.0
2020,623155,358-1778,0,32,110,0,0,243.0,8.9,27.54,99,8,3.0,0,0.0
2020,623511,401-5485,1,35,36,0,1,224.1,6.7,25.4,87,2,2.0,0,0.0
2020,623737,363-5947,1,43,81,0,0,263.25,10.2,29.84,98,3,3.0,1,0.0
2020,623899,402-3886,1,35,66,0,1,286.2,8.9,32.44,108,6,3.0,0,0.0
2020,624466,394-2445,0,27,64,0,1,273.15,10.6,30.96,86,5,3.0,2,0.0
2020,625536,343-6314,1,56,143,0,0,178.65,12.2,20.25,100,4,4.0,0,0.0
2020,626162,341-8719,1,44,70,0,0,349.2,12.9,39.58,104,7,4.0,0,1.0
2020,626228,380-7816,0,28,138,1,0,69.75,9.6,7.91,95,4,3.0,4,1.0
2020,626273,363-5450,1,27,65,0,0,316.95,13.2,35.92,118,5,4.0,3,0.0
2020,627687,416-5662,0,31,85,0,0,389.7,5.4,44.17,72,1,2.0,0,0.0
2020,627901,340-5460,0,36,159,0,1,170.85,11.8,19.36,137,9,4.0,1,0.0
2020,628265,380-3974,1,43,85,0,0,145.05,9.7,16.44,88,3,3.0,2,0.0
2020,628598,351-7016,1,42,98,0,0,244.2,6.0,27.68,104,3,2.0,2,0.0
2020,629901,411-1810,1,44,131,0,0,317.7,10.8,36.01,96,7,3.0,0,0.0
2020,629946,333-9826,1,72,75,0,0,184.2,10.7,20.88,91,2,3.0,2,0.0
2020,630107,345-8350,1,32,110,0,0,197.85,7.1,22.42,105,4,2.0,1,0.0
2020,631754,378-8572,0,25,77,0,0,213.45,9.9,24.19,82,1,3.0,1,0.0
2020,631810,359-6995,0,49,158,0,0,303.0,10.4,34.34,84,6,3.0,1,0.0
2020,632309,353-4880,1,35,155,0,1,274.95,5.1,31.16,90,7,2.0,1,0.0
2020,632362,353-6218,1,40,87,0,1,215.25,11.2,24.4,69,5,4.0,0,0.0
2020,632372,338-8478,0,50,116,0,0,288.15,7.9,32.66,94,2,3.0,3,0.0
2020,632379,363-1719,0,28,149,0,0,310.95,8.6,35.24,83,4,3.0,1,0.0
2020,632915,391-8626,1,38,86,0,0,285.75,10.1,32.39,89,5,3.0,3,0.0
2020,633760,391-8554,0,25,146,0,1,303.75,7.8,34.43,77,2,3.0,1,0.0
2020,633877,415-2393,1,40,179,0,0,328.8,6.1,37.26,104,5,2.0,0,0.0
2020,634050,384-6654,1,29,106,0,0,267.6,9.6,30.33,105,2,3.0,0,0.0
2020,634909,355-6826,1,30,134,0,0,304.05,12.1,34.46,108,7,4.0,0,0.0
2020,635049,396-7091,1,49,68,0,0,197.4,10.2,22.37,107,5,3.0,3,0.0
2020,635612,385-9657,0,46,59,0,0,225.3,12.1,25.53,128,2,4.0,1,0.0
2020,635997,360-1852,1,42,60,0,0,379.05,12.4,42.96,100,4,4.0,2,0.0
2020,636190,397-3058,1,40,29,1,1,352.5,5.7,39.95,106,7,2.0,2,0.0
2020,637281,382-4932,1,56,100,0,0,106.2,9.5,12.04,125,1,3.0,6,1.0
2020,637476,405-7904,0,20,185,1,1,231.15,12.9,26.2,105,3,4.0,2,0.0
2020,638869,403-2455,0,30,100,1,0,102.75,12.1,11.65,99,9,4.0,0,0.0
2020,639438,366-5699,0,24,185,0,1,284.7,7.5,32.27,126,3,3.0,1,0.0
2020,639725,381-4756,0,43,157,0,1,288.9,6.8,32.74,139,5,2.0,3,0.0
2020,640102,365-5886,0,42,158,0,0,331.35,6.4,37.55,75,5,2.0,0,0.0
2020,640148,356-3448,0,37,86,0,1,338.1,12.9,38.32,112,3,4.0,1,0.0
2020,641119,369-6880,0,35,41,0,1,291.6,17.2,33.05,115,9,5.0,2,0.0
2020,641375,418-6651,0,28,72,0,1,144.9,6.2,16.42,117,4,2.0,4,1.0
2020,641466,368-2074,1,28,101,1,0,290.55,11.6,32.93,100,8,4.0,0,0.0
2020,642080,421-1189,1,47,157,0,0,336.75,11.5,38.17,118,2,4.0,2,0.0
2020,642802,383-4361,0,36,93,0,1,176.85,9.8,20.04,86,3,3.0,1,0.0
2020,643032,355-2909,0,33,75,0,0,249.45,6.1,28.27,80,5,2.0,1,0.0
2020,643397,411-5078,0,54,136,0,0,213.45,6.0,24.19,75,11,2.0,2,0.0
2020,643674,405-6641,1,33,136,0,0,138.0,10.3,15.64,90,10,3.0,1,0.0
2020,644281,375-8934,1,42,45,0,1,137.55,7.7,15.59,103,5,3.0,1,0.0
2020,644601,394-1211,1,47,101,0,1,181.65,10.1,20.59,75,6,3.0,0,0.0
2020,645595,414-9717,1,49,67,0,0,269.7,10.9,30.57,97,4,3.0,0,0.0
2020,645985,387-9855,0,39,91,1,1,140.25,9.9,15.9,133,3,3.0,0,0.0
2020,646421,417-1272,1,46,87,1,0,250.95,11.0,28.44,88,6,3.0,1,0.0
2020,646553,397-1659,0,47,68,0,0,334.2,11.0,37.88,111,3,3.0,3,0.0
2020,646606,354-1558,0,36,88,0,1,329.25,16.1,37.32,92,5,5.0,1,0.0
2020,646745,362-1146,1,59,55,0,0,283.5,17.1,32.13,87,6,5.0,0,0.0
2020,647023,334-1337,1,50,86,0,0,335.85,7.3,38.06,143,9,2.0,1,0.0
2020,647042,333-3221,1,32,73,0,0,321.45,10.8,36.43,92,13,3.0,1,0.0
2020,647251,393-9619,0,46,215,0,0,125.4,10.7,14.21,110,9,3.0,0,0.0
2020,648706,406-2032,0,31,105,0,0,173.25,13.3,19.64,90,5,4.0,3,0.0
2020,649070,340-6339,1,35,62,0,0,239.85,5.6,27.18,109,4,2.0,1,0.0
2020,649529,351-9537,1,50,111,0,0,148.95,9.0,16.88,94,6,3.0,3,0.0
2020,649582,384-1833,0,48,46,0,0,187.2,8.6,21.22,72,4,3.0,2,0.0
2020,650101,397-1766,1,56,117,1,0,81.3,8.6,9.21,84,2,3.0,1,1.0
2020,650136,375-1476,0,43,136,0,0,375.3,13.0,42.53,114,2,4.0,1,1.0
2020,650525,403-9719,0,37,113,0,0,193.05,9.2,21.88,135,4,3.0,2,1.0
2020,650616,341-1191,0,25,75,0,0,471.9,5.7,53.48,100,3,2.0,2,1.0
2020,651092,337-7501,0,30,139,0,0,289.2,13.0,32.78,101,3,4.0,3,0.0
2020,651751,398-4313,1,58,113,0,0,323.25,6.6,36.64,91,9,2.0,4,0.0
2020,652115,372-6623,0,32,158,0,0,314.85,8.2,35.68,93,3,3.0,1,0.0
2020,652292,328-6011,1,32,94,0,0,351.6,2.0,39.85,121,2,1.0,1,1.0
2020,652353,358-6796,1,33,11,0,1,197.25,10.0,22.36,87,3,3.0,2,0.0
2020,652365,353-6056,1,29,132,0,0,287.85,12.6,32.62,88,2,4.0,1,0.0
2020,653069,393-9985,1,39,41,0,0,314.85,9.6,35.68,104,4,3.0,1,0.0
2020,653347,377-7399,1,53,74,0,0,159.6,11.4,18.09,81,3,4.0,1,0.0
2020,654129,362-7604,1,42,37,0,0,350.55,12.0,39.73,101,2,4.0,2,0.0
2020,654174,386-7456,0,35,130,0,1,212.85,8.7,24.12,101,5,3.0,0,0.0
2020,654914,385-6778,1,29,128,0,0,293.4,16.0,33.25,76,2,5.0,0,0.0
2020,655068,340-2855,1,37,118,1,1,230.7,9.2,26.15,103,6,3.0,1,0.0
2020,655895,406-3890,1,31,50,0,0,387.15,11.7,43.88,110,5,4.0,1,0.0
2020,657007,389-2747,0,33,99,0,1,131.55,7.3,14.91,112,4,2.0,2,0.0
2020,658304,372-6497,0,28,76,0,0,449.25,13.7,50.92,134,4,4.0,0,1.0
